ID,Handle,Command,Body HTML,Tags,Tags Command,Metafield: custom.size_fit_information [string],Metafield: custom.product_collections [string]
6684858417198,cropped-v-neck-t-shirt-black,MERGE,"
<p>Cut from a lightweight cotton and modal blend, our cropped v-neck t-shirt features a slightly slim fit with its flattering V neckline and vintage feel. </p>
<p>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's lounge pants as a set.</p>",,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul><p><strong>Final Sale</strong></p>"
6684859203630,cropped-v-neck-t-shirt-ivory,MERGE,"
<p>Cut from a lightweight cotton and modal blend, our cropped v-neck t-shirt features a slightly slim fit with its flattering V neckline and vintage feel. </p>
<p>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's lounge pants as a set.</p>",,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul><p><strong>Final Sale</strong></p>"
6691501735982,v-neck-t-shirt-ivory,MERGE,"
<p>Cut from a lightweight cotton and modal blend, our v-neck t-shirt features a slightly slim fit with its flattering V neckline and vintage feel. </p>
<p>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's lounge pants as a set.</p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>"
6691501801518,v-neck-t-shirt-black,MERGE,"
<p>Cut from a lightweight cotton and modal blend, our v-neck t-shirt features a slightly slim fit with its flattering V neckline and vintage feel. </p>
<p>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's lounge pants as a set.</p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>"
6693348605998,long-sleeve-cropped-t-shirt-black,MERGE,"
<p><span style=""font-weight: 400;"">Cut from a lightweight cotton and modal blend, our long sleeve cropped t-shirt features a relaxed loose fit, crew neck, along with Éterne’s signature extra long sleeves.</span></p>
<p><span style=""font-weight: 400;"">Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne’s lounge pant as a set. </span></p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly loose fit</li><li>Lightweight, 50% Cotton / 50% Modal&nbsp;</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly loose fit</li><li>Lightweight, 50% Cotton / 50% Modal&nbsp;</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6693349294126,long-sleeve-cropped-t-shirt-heather-grey,MERGE,"
<p><span style=""font-weight: 400;"">Cut from a lightweight cotton and modal blend, our long sleeve cropped t-shirt features a relaxed loose fit, crew neck, along with Éterne’s signature extra long sleeves.</span></p>
<p><span style=""font-weight: 400;"">Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne’s lounge pant as a set. </span></p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly loose fit</li><li>Lightweight, 50% Cotton / 50% Modal&nbsp;</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly loose fit</li><li>Lightweight, 50% Cotton / 50% Modal&nbsp;</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>"
6693349851182,long-sleeve-cropped-t-shirt-ivory,MERGE,"
<p><span style=""font-weight: 400;"">Cut from a lightweight cotton and modal blend, our long sleeve cropped t-shirt features a relaxed loose fit, crew neck, along with Éterne’s signature extra long sleeves.</span></p>
<p><span style=""font-weight: 400;"">Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne’s lounge pant as a set. </span></p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly loose fit</li><li>Lightweight, 50% Cotton / 50% Modal&nbsp;</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly loose fit</li><li>Lightweight, 50% Cotton / 50% Modal&nbsp;</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>"
6718989336622,long-sleeve-cropped-rib-t-shirt-ivory,MERGE,"
<p>Cut from a lightweight<span> </span>100% cotton rib fabric, our long sleeve cropped rib t-shirt features a form fitting yet comfortable silhouette along with ÉTERNE's signature extra long sleeves. </p>
<p>Style with your favorite high-rise jeans, leather pants, or layered under an oversized blazer. </p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size&nbsp;</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size&nbsp;</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>"
6718990549038,long-sleeve-cropped-rib-t-shirt-black,MERGE,"
<p>Cut from a lightweight 100% cotton rib fabric, our long sleeve cropped rib t-shirt features a form fitting yet comfortable silhouette along with ÉTERNE's signature extra long sleeves. </p>
<p>Style with your favorite high-rise jeans, leather pants, or layered under an oversized blazer. <br></p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>"
6718992121902,long-sleeve-cropped-rib-t-shirt-heather-grey,MERGE,"
<p>Cut from a lightweight<span> </span>100% cotton rib fabric, our long sleeve cropped rib t-shirt features a form fitting yet comfortable silhouette along with ÉTERNE's signature extra long sleeves. </p>
<p>Style with your favorite high-rise jeans, leather pants, or layered under an oversized blazer. </p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size&nbsp;</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size&nbsp;</li><li><span style=""font-size:11pt;font-family:Arial;color:#454545;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</span></li></ul>"
6728914796590,short-sleeve-baby-tee-heather-grey,MERGE,"
<p class=""p1"">Cut from a lightweight cotton and modal blend, our short sleeve baby tee features a shrunken slim fit and a thin-lined crewneck. This t-shirt is a perfect everyday essential. </p>
<p class=""p1"">Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's lounge pants as a set. </p>
<p> </p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>50% Cotton 50% Modal&nbsp;</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>50% Cotton 50% Modal&nbsp;</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6728915550254,cropped-v-neck-t-shirt-heather-grey,MERGE,"
<p>Cut from a lightweight cotton and modal blend, our cropped v-neck t-shirt features a slightly slim fit with its flattering V neckline and vintage feel. </p>
<p>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's lounge pants as a set.</p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul><p><strong>Final Sale</strong></p>"
6728916893742,v-neck-t-shirt-heather-grey,MERGE,"
<p>Cut from a lightweight cotton and modal blend, our v-neck t-shirt features a slightly slim fit with its flattering V neckline and vintage feel. </p>
<p>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's lounge pants as a set.</p>",T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>Lightweight, 50% cotton 50% modal</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.</li></ul>"
6755621568558,cropped-long-sleeve-thermal-grey,MERGE,"
<p>Cut from a lightweight cotton and modal blend, our cropped long sleeve thermal features a slightly slim fit, classic crewneck, and Éterne's signature extra long sleeves. </p>
<p>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's <a href=""https://eterne.com/products/thermal-lounge-pant-heather-grey"">thermal lounge pant</a> as a set. </p>",,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6755625992238,long-sleeve-thermal-grey,MERGE,,T-shirts,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>48% Cotton 48% modal 4% spandex</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slightly slim fit</li><li>48% Cotton 48% modal 4% spandex</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6766641119278,thermal-drawstring-pant-black,MERGE,,Bottoms,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6766642036782,thermal-drawstring-pant-heather-grey,MERGE,"
<meta charset=""utf-8""><p><span>Cut from a lightweight cotton and modal blend, our thermal drawstring pant features a comfortable and relaxed fit with its soft elastic waistband, and ultra soft waffle knit fabric.</span></p>
<p><span>Pair with Eterne's <a href=""https://eterne.com/products/cropped-thermal-henley-heather-grey"" target=""_blank"" rel=""noopener noreferrer"">cropped thermal henley</a> as a set.</span></p>",Bottoms,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6766642561070,cropped-thermal-henley-black,MERGE,"
<meta charset=""utf-8"">
<p><span>Cut from a lightweight cotton and modal blend, our cropped thermal henley features a relaxed loose fit, classic crewneck with button detail, and Éterne's signature extra long sleeves. </span></p>
<p>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or pair with Éterne's <a href=""https://eterne.com/products/thermal-drawstring-pant-black"">thermal drawstring pants</a> as a set. </p>",,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>"
6766642954286,cropped-thermal-henley-heather-grey,MERGE,"
<p><meta charset=""utf-8""><span>Cut from a lightweight cotton and modal blend, our cropped thermal henley features a relaxed loose fit, classic crewneck with button detail, and Éterne's signature extra long sleeves.</span></p>
<p><span>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's <a href=""https://eterne.com/products/thermal-drawstring-pant-heather-grey"" target=""_blank"">thermal drawstring pants</a> as a set. </span></p>",,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>"
6771378683950,cropped-scoop-neck-tank-ivory,MERGE,"
<p>Cut from a lightweight 100% cotton<span> </span>ribbed fabric, our cropped scoop neck tank features a flattering slim fit cropped at the waist with its<span> </span>meticulously measured scoop neck. It is the ultimate everyday basic.</p>
<p><meta charset=""utf-8"">Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or pair with Éterne's<span> </span><a href=""https://eterne.com/products/thermal-lounge-pant-ivory"">thermal<span> </span>lounge pant</a> as a set.</p>",Tanks,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6771380191278,cropped-scoop-neck-tank-black,MERGE,"
<p>Cut from a lightweight 100% cotton ribbed fabric, our cropped scoop neck tank features a flattering slim fit cropped at the waist with its meticulously measured scoop neck. It is the ultimate everyday basic.</p>
<p><meta charset=""utf-8"">Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or pair with Éterne's <a href=""https://eterne.com/products/thermal-lounge-pant-black"">thermal lounge pant</a> as a set.</p>",Tanks,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6771380715566,cropped-scoop-neck-tank-heather-grey,MERGE,"
<p>Cut from a lightweight 100% cotton<span> </span>ribbed fabric, our cropped scoop neck tank features a flattering slim fit cropped at the waist with its<span> </span>meticulously measured scoop neck. It is the ultimate everyday basic.</p>
<p><meta charset=""utf-8"">Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or pair with Éterne's<span> </span><a href=""https://eterne.com/products/thermal-lounge-pant-heather-grey"">thermal<span> </span>lounge pant</a> as a set.</p>",Tanks,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit</li><li>48% cotton, 48% modal, 4% spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6777119932462,thermal-henley-black,MERGE,"
<meta charset=""utf-8"">
<p><span>Cut from a lightweight cotton and modal blend, our thermal henley features a relaxed loose fit, classic crewneck with button detail, and Éterne's signature extra long sleeves. </span></p>
<p>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or pair with Éterne's <a href=""https://eterne.com/products/thermal-drawstring-pant-black"">thermal drawstring pants</a> as a set. </p>",,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>"
6777120882734,thermal-henley-heather-grey,MERGE,"
<p><meta charset=""utf-8""><span>Cut from a lightweight cotton and modal blend, our thermal henley features a relaxed loose fit, classic crewneck with button detail, and Éterne's signature extra long sleeves.</span></p>
<p><span>Style with your favorite pair of jeans, leather pants, layered under an oversized blazer, or paired with Éterne's <a href=""https://eterne.com/products/thermal-drawstring-pant-heather-grey"" target=""_blank"">thermal drawstring pants</a> as a set. </span></p>",,REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a loose fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul><p><strong>Final Sale</strong></p>"
6782629511214,tank-dress-mini-heather-grey,MERGE,"
<div>
<p dir=""ltr""><span>Éterne's tank mini dress is crafted from a butter soft ribbed cotton and modal blend, offering a slim fit and a mini length—a versatile essential for everyday wear.</span></p>
</div>
<p><span>Style with your favorite oversized blazer and a pair of knee high boots, or over your bikini as the perfect summer coverup.</span></p>
<div></div>","Dresses, Mini",REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6782629543982,tank-dress-mini-cream,MERGE,"
<div>
<p dir=""ltr""><span>Éterne's tank mini dress is crafted from a butter soft ribbed cotton and modal blend, offering a slim fit and a mini length—a versatile essential for everyday wear.</span></p>
</div>
<p><span>Style with your favorite oversized blazer and a pair of knee high boots, or over your bikini as the perfect summer coverup.</span></p>
<div></div>","Dresses, Mini",REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
6782629576750,tank-dress-mini-black,MERGE,"
<div>
<p dir=""ltr""><span>Éterne's tank mini dress is crafted from a butter soft ribbed cotton and modal blend, offering a slim fit and a mini length—a versatile essential for everyday wear.</span></p>
</div>
<p><span>Style with your favorite oversized blazer and a pair of knee high boots, or over your bikini as the perfect summer coverup.</span></p>
<div></div>","Dresses, Mini",REPLACE,"<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>","<ul><li>Fits true to size, take your normal size</li><li>Designed for a slim fit&nbsp;</li><li>48% Cotton 48% Modal 4% Spandex</li><li>Model is 177 cm/5&#39;10&quot; and is wearing a size S</li><li>Machine wash cold. Non-chlorine bleach. Tumble dry low. Cool iron. Do not dry clean.&nbsp;</li></ul>"
